Unnamed: 0,LDATE,CDESCR,MFR_NAME,LABELS
1104643,2014-09-01,dealer found codes b1706 and b1102 present dealer tech stated driver seat belt buckle needs replacing with an estimated cost of 34456 the srs module is not allowing codes to be reset needs replacing also with an estimated cost of 100400 i see nhtsa has just started investigating the b1706 code -- my understanding from reading the other complaints is that a short circuit is causing the error code and replacing the seat belt assembly is not permanently fixing the problem for most owners most owners mention repeat bills of about 350 but a few of the complaints mention much higher repair estimates over 1000 i suspect these estimates include replacement of the srs module like my estimate did nhtsa should consider whether there is also a rash of srs module failures due to the same short circuit my b1102 code indicating a high-voltage error could also be more common and could also be caused by the same short circuit  tr,hyundai motor america,other component
1104675,2014-09-01,hi    ive read several complaints over a issue that im starting to have and the out comes has not been good and i fear for my family driving in this vehicle im hearing a scratchy rubbing sound in the rear so i jacked it up to find my trail arms are rusted so bad theirs huge holes in the trail arms and rotor cover are rusted almost off i sure dont want to receive a call my family has been hurt in a accident so is why im contacting you over this matter i would appreciate to be contacted to know what i should do before its to late    xxx    information redacted pursuant to the freedom of information act foia 5 usc 552b6  tr,hyundai motor america,suspension
1115526,2014-10-01,tl the contact owns a 2012 hyundai sonata while driving approximately 5 mph the contact heard a clicking sound coming from the steering column the vehicle was repaired according to nhtsa campaign number 14v434000 transmission but the failure recurred the dealer stated that both front axles fractured and caused all four tires to be worn prematurely the vehicle was repaired the manufacturer was not notified the approximate failure mileage was 18000,hyundai motor america,suspension
1115552,2014-10-01,tl the contact owns a 2003 hyundai santa fe while driving 20 mph the contact heard an abnormal sound near the rear of the vehicle and felt the vehicle leaning towards the driver side the vehicle was towed to an independent mechanic the technician stated that the rear coil springs on both sides of the vehicle were corroded and needed to be replaced the vehicle was repaired the manufacturer was not notified of the failure the approximate failure mileage was 100000,hyundai motor america,suspension
1115571,2014-10-01,engine on our 2005 hyundai tucson turned off in the middle of a busy highway going approximately 40 mph managed to turnroll off the road without power or power steering had to restart car several times as it would stall out on acceleration or when slowing to turn paid dealership 209 to fix the problem but the problem still exists a month later and is getting progressively worse each day dealership did oil change vehicle inspection and replaced p0444 evap purge control valve connector clearly this did not solve the problem as this severe safety hazard persists hyundai has no answers and several other similar complaints weve read have been filed with the nhtsa something has got to be done  tr,hyundai motor america,engine
1115572,2014-10-01,engine on our 2005 hyundai tucson turned off in the middle of a busy highway going approximately 40 mph managed to turnroll off the road without power or power steering had to restart car several times as it would stall out on acceleration or when slowing to turn paid dealership 209 to fix the problem but the problem still exists a month later and is getting progressively worse each day dealership did oil change vehicle inspection and replaced p0444 evap purge control valve connector clearly this did not solve the problem as this severe safety hazard persists hyundai has no answers and several other similar complaints weve read have been filed with the nhtsa something has got to be done  tr,hyundai motor america,engine
1115686,2014-10-01,tl the contact owns a 2011 hyundai santa fe while attempting to accelerate from a stationary position the vehicle hesitated to move the failure occurred on multiple occasions the dealer was unable to duplicate the failure the manufacturer was not notified the vin was not available the failure mileage was 6000 ,hyundai motor america,power train
1115974,2014-10-01,my car has been having a chugging feeling around 20-40mph for a while almost like engine is not getting enough fuel i was stopped at intersection and went to accelerate and car died as if i ran out of gas or went into limp mode it would not turn back on and after a few min it did start only for the same thing to happen about a mile later took it to be looked at the following day they found some chewed wires fixed that thought the problem was fixed then about a month later i was driving between 70-75mph on highway suddenly speed rapidly decreased to 20mph was revving engine at over 4k rpm and car would not go over 20mph after a few miles driving at 20mph speed kicked back in and got home safely went to drive it the following day and car went into limp mode while at stop light about to get on the highway started back up after a few min took it to dealership they found no error codes they drove it and could not figure out anything that was wrong i  do not feel safe driving this vehicle daily during rush hour on the highway have found people with similar issues and same results which is nothing have looked up some possible causes maybe relating to the fuel pressure sensor throttle position sensor andor the fuel rail pressure sensor based on veloster forum but so far no solution to my problem and dealership wants me to continue driving it   tr,hyundai motor america,engine
1115975,2014-10-01,my car has been having a chugging feeling around 20-40mph for a while almost like engine is not getting enough fuel i was stopped at intersection and went to accelerate and car died as if i ran out of gas or went into limp mode it would not turn back on and after a few min it did start only for the same thing to happen about a mile later took it to be looked at the following day they found some chewed wires fixed that thought the problem was fixed then about a month later i was driving between 70-75mph on highway suddenly speed rapidly decreased to 20mph was revving engine at over 4k rpm and car would not go over 20mph after a few miles driving at 20mph speed kicked back in and got home safely went to drive it the following day and car went into limp mode while at stop light about to get on the highway started back up after a few min took it to dealership they found no error codes they drove it and could not figure out anything that was wrong i  do not feel safe driving this vehicle daily during rush hour on the highway have found people with similar issues and same results which is nothing have looked up some possible causes maybe relating to the fuel pressure sensor throttle position sensor andor the fuel rail pressure sensor based on veloster forum but so far no solution to my problem and dealership wants me to continue driving it   tr,hyundai motor america,engine
1126177,2014-11-01,tl-the contact owns a 2011 hyundai sonata the contact stated that while driving approximately 30 mph the brake pedal was depressed but failed to operate and the contact would have to depress the brake pedal firmly to stop the vehicle the contact discovered that the brake fluid was almost empty the vehicle was repaired under nhtsa campaign number 14v433000 brakes however the failure persisted the dealer diagnosed that the master cylinder had failed the vehicle had not been repaired the manufacturer was not notified of the failure the failure mileage was unavailable ne    ,hyundai motor america,service brakes
1135392,2014-12-01,after engine start and while driving any speed the battery light and seatbelt light on the dashboard flashes intermittently  i searched this online and it looks to be an electrical charging issue namely the alternator is bad  i searched more and found the reason for this is the front valve cover is leaking oil and dripping onto the alternator causing it to malfunction  a recall has been made  121 on the 07-12 veracruz for the same issue   js,hyundai motor america,engine
1135393,2014-12-01,after engine start and while driving any speed the battery light and seatbelt light on the dashboard flashes intermittently  i searched this online and it looks to be an electrical charging issue namely the alternator is bad  i searched more and found the reason for this is the front valve cover is leaking oil and dripping onto the alternator causing it to malfunction  a recall has been made  121 on the 07-12 veracruz for the same issue   js,hyundai motor america,engine
1135401,2014-12-01,tl the contact owns a 2001 hyundai sonata while driving approximately 30 mph and making a left turn another vehicle crashed into the front of the contacts vehicle the air bags failed to deploy a police report was filed and there were no injuries reported the vehicle was towed to the contacts residence the vehicle was not diagnosed or repaired the approximate failure mileage was 615 ,hyundai motor america,air bags
1143660,2015-01-01,all brakes lights came on initially then when driving  the car started losing power and stalled thankfully i was on a county road with a driveway i was able to exit on otherwise on a busy highway it could have been very dangerous the part that failed was an abs modulator valve assembly it cost 261506 to fix also im concerned it was replaced with the exact same part which will most likely fail again the hyundai part no is 58910  3j950 hydraulic module    js,hyundai motor america,power train
1143678,2015-01-01,i also purchased a 2013 hyundai accent brand new less than one year later had 15000 miles on  it and had to replace all 4 kuhmo tires because they all had bubbles in them contacted hyundai they did not care and did nothing for me   js,hyundai motor america,wheels
1153061,2015-02-01,the car wont start after several attempts  this has been a recurring incident for the last several months  when it has happened i was left stranded and i had to get a tow truck in several occasions the irony is that after the tow truck delivers the car to the destination the car will start normally  this issue is driving me crazy  i also took the car to the dealer several times and they never seem to find any problems there are no error codes and they cant reproduce after doing some research in the web i see several reported cases like mine and with similar diagnostics and outcome it seems it is related to the inhibitor switch or range switch and it has been reported on several hyundai models like elantra sonata veloster etc  the manufacturer should have a recall on this issue and fix it immediately i will never buy another one of these korean cars again  the service is awful  tr,hyundai motor america,engine
1153127,2015-02-01,hitting a pothole at low speed destroyed my tire and bent the rim  this is the fourth tire lost under similar conditions  the impact seems to be borne by the rim which then crushes the tire  this complaint about the 2013 elantra shows up in numerous reports on the carscom website  tr,hyundai motor america,wheels
1153134,2015-02-01,i having a spongy brake pedal and my absbrake traction control light keep coming on the dash then they will disappearthis happened about six times in one daywhat may be the problemi took it to dealer and they could not pull up a code   tr,hyundai motor america,other component
1153211,2015-02-01,1 almost hit from oncoming traffic at a stop light when i was attempting to make a left hand turn the signal turned yellow so i tried to turn left before i realized the oncoming car was going to run the light i took my foot off the brake and hit the gas to make a quick turn to avoid the oncoming car  the car stalled for a second as i pressed the gas into the turn then kicked into full power screeching the tires i thought this was a fluke but his same problem of stalling for a few seconds when depressing the brake and hitting the gas at takeoff keeps happening intermittently this is a dangerous issue when needing to accelerate quickly from a stop this car has a seconds gap from hitting the gas to the car moving ive almost been hit twice because of it  2 the headlights switch off intermittently when using the turn signals to change lanes or turn they flash oncoming drivers as i click down to turn them on before the turn or when the turn signal clicks back after the turn this problem happens almost every time i drive the vehicle with the headlights on the lights have shut off completely for about 5 seconds while i was driving down the freeway impairing my ability to see at night i had to immediately pull over on the freeway in an unsafe location to turn the lights off then turn them back on to clear the problem 3 my vehicle had the brake switch replaced from the 2013 recall however pressing the brake still does not shut off the cruise control when driving down the freeway  i have to manually turn it off from the button on the steering wheel i love this car but im afraid to drive my children in it if these problems are not addressed this vehicle is unsafe and it is going to kill or seriously injure people please investigate these mechanical problems and issue the appropriate recalls   tr,hyundai motor america,other component
1153212,2015-02-01,1 almost hit from oncoming traffic at a stop light when i was attempting to make a left hand turn the signal turned yellow so i tried to turn left before i realized the oncoming car was going to run the light i took my foot off the brake and hit the gas to make a quick turn to avoid the oncoming car  the car stalled for a second as i pressed the gas into the turn then kicked into full power screeching the tires i thought this was a fluke but his same problem of stalling for a few seconds when depressing the brake and hitting the gas at takeoff keeps happening intermittently this is a dangerous issue when needing to accelerate quickly from a stop this car has a seconds gap from hitting the gas to the car moving ive almost been hit twice because of it  2 the headlights switch off intermittently when using the turn signals to change lanes or turn they flash oncoming drivers as i click down to turn them on before the turn or when the turn signal clicks back after the turn this problem happens almost every time i drive the vehicle with the headlights on the lights have shut off completely for about 5 seconds while i was driving down the freeway impairing my ability to see at night i had to immediately pull over on the freeway in an unsafe location to turn the lights off then turn them back on to clear the problem 3 my vehicle had the brake switch replaced from the 2013 recall however pressing the brake still does not shut off the cruise control when driving down the freeway  i have to manually turn it off from the button on the steering wheel i love this car but im afraid to drive my children in it if these problems are not addressed this vehicle is unsafe and it is going to kill or seriously injure people please investigate these mechanical problems and issue the appropriate recalls   tr,hyundai motor america,other component
1153221,2015-02-01,they car drives fine until you hit a any sort of bump or hole in the road  when that happens the back end wiggles and in the rain it is much worse  it is even worse on the highway going at a higher speed  i have read several other complaints online with drivers facing similar issues i am worried that it will one day lose control  i do not feel like i am in control of the car ive taken it to the dealer several times and they say everything is fine and that is just how the car drives  tr,hyundai motor america,suspension
1153224,2015-02-01,the air bag light in the instrument cluster lighted and from time to time was off but has been lighted since approximately 145700 miles about two years 3 months  in dealer and independent mechanics tests the code indicated that the seat belt sensor is malfunctioning and that the side impact air bag located in the right front seat back may be inoperative this indicator light is currently lighted   hyundai provided an examination of the front right airbag located in the right dash it was indicated to be functional  in queries to hyundai i have been told that the front airbag was repaired according to the recall requirement is the recall correction only valid for one correction    tr,hyundai motor america,air bags
1153225,2015-02-01,the air bag light in the instrument cluster lighted and from time to time was off but has been lighted since approximately 145700 miles about two years 3 months  in dealer and independent mechanics tests the code indicated that the seat belt sensor is malfunctioning and that the side impact air bag located in the right front seat back may be inoperative this indicator light is currently lighted   hyundai provided an examination of the front right airbag located in the right dash it was indicated to be functional  in queries to hyundai i have been told that the front airbag was repaired according to the recall requirement is the recall correction only valid for one correction    tr,hyundai motor america,air bags
1179338,2015-05-01,car began making a loud noise took it to dealer and they said it was engine failure - would have to replace engine at a cost of 7000  towed it to a certified mechanic for second opinion who said - may be able to just repair piston and not entire motor - cost could be up to 3-4000  vehicle now sitting in our driveway - unusable - cant afford to pay to have it repaired - still paying on loan    tr,hyundai motor america,engine
1179339,2015-05-01,car began making a loud noise took it to dealer and they said it was engine failure - would have to replace engine at a cost of 7000  towed it to a certified mechanic for second opinion who said - may be able to just repair piston and not entire motor - cost could be up to 3-4000  vehicle now sitting in our driveway - unusable - cant afford to pay to have it repaired - still paying on loan    tr,hyundai motor america,engine
1195088,2015-07-01,after accelerating from a stop light behind another vehicle there was a loud cracking noise heard from behind the dash board and the car suddenly and violently accelerated without warning with a loud boom in the back as though someone had hit me from behind but no one had hit me i had to brake hard to avoid hitting the car in from of me when the car violently accelerated the back of the car dipped down and the front up i immediately called the dealer and reported this and the car is now in the repair shop there are no error codes in the gds system for this incident and they are unable to reproduce this was a very frightening experience and my trust level is now 0100,hyundai motor america,suspension
1195187,2015-07-01,i went to a local garage to have my vehicle inspected which passed with no problem as i was driving my car out of the garage i noticed that the air bag light was on and notified the attendant who shrugged it off and said it will probably go off on its own needless to say it has been over a week and the light is still on from everything i have seen this is an on-going problem with this make and model and it sounds like a very expensive fix to the problem it is also a danger because the air bags will not deploy in a crash i think that hyundai should definately do a recall on this asap,hyundai motor america,air bags
1195328,2015-07-01,i have been having the absesc light come on periodically but usually when i turn the car off and back on again the absesc light would go off but now my check engine light is on as well as the absesc light the check engine light stays on but the absesc light does not come on until i hit the brakes for the first time while driving hyundai sonata 2006 33l v6,hyundai motor america,engine
1195345,2015-07-01,tl the contact owns a 2010 hyundai elantra while driving and accelerating or decelerating the transmission failed the vehicle was taken to a dealer but the failure was unable to be duplicated the manufacturer was notified of the failure the failure mileage was 41037 ,hyundai motor america,power train
1205007,2015-08-01,i purchased a 2015 hyundai sonata limited w tech pkg i have the car with me in quebec canada for a job to drive the vehicle in canada it must undergo an inspection according to canadian standardsduring vehicle startup the abs warning light on the dash must illuminate for 3 seconds and then go out to signify normal operation of the abs my abs light did not do this so it failed a diagnostic at a canadian hyundai dealer came back with no error codes the abs module functioned normally and an emergency stop road test activated the abs system id like to say i was able to convince them by opening my owners manual but to my surprise the owners manual states that the abs light should illuminate for 3 seconds and then extinguish i immediately contacted the dealership that sold me the car and they were able to replicate the same condition no abs light at start up on an identical 2015 hyundai sonata limited vehicle and stated there were no pending recalls thus i do not think this is not a manufacturer defect able to replicate on identical vehicle and have seen several online videos to support no abs light on start up in limited edition sonata there is no malfunction in the abs system canada diagnostic and there is a discrepancy in the owners manual that is model-specific i am unable to reference abs lighting conditions specific to the limited edition during the inspection process hyundai motor america who had no other reference than the manual suggested another inspection im am reaching out to you in desperation to assist with information on this issue so i can satisfy my canadian inspectors and the car can stay in canada please help,hyundai motor america,other component
1205008,2015-08-01,i purchased a 2015 hyundai sonata limited w tech pkg i have the car with me in quebec canada for a job to drive the vehicle in canada it must undergo an inspection according to canadian standardsduring vehicle startup the abs warning light on the dash must illuminate for 3 seconds and then go out to signify normal operation of the abs my abs light did not do this so it failed a diagnostic at a canadian hyundai dealer came back with no error codes the abs module functioned normally and an emergency stop road test activated the abs system id like to say i was able to convince them by opening my owners manual but to my surprise the owners manual states that the abs light should illuminate for 3 seconds and then extinguish i immediately contacted the dealership that sold me the car and they were able to replicate the same condition no abs light at start up on an identical 2015 hyundai sonata limited vehicle and stated there were no pending recalls thus i do not think this is not a manufacturer defect able to replicate on identical vehicle and have seen several online videos to support no abs light on start up in limited edition sonata there is no malfunction in the abs system canada diagnostic and there is a discrepancy in the owners manual that is model-specific i am unable to reference abs lighting conditions specific to the limited edition during the inspection process hyundai motor america who had no other reference than the manual suggested another inspection im am reaching out to you in desperation to assist with information on this issue so i can satisfy my canadian inspectors and the car can stay in canada please help,hyundai motor america,other component
1214739,2015-09-01,tl the contact owns a 2005 hyundai xg350 while driving at approximately 5 mph the front suspension arm on the passenger side fractured causing the wheel to become detached from the vehicle the vehicle was not diagnosed or repaired the manufacturer was notified the approximate failure mileage was 113000,hyundai motor america,suspension
1214751,2015-09-01,my car had less than  10000 miles on it and the tires went bald this car was horrible in the snow we had to buy snow tires all season doesnt do it in the snow the headlights are terrible at night it limits your vision in front of you makes it hard to see curves also there really isnt a off  for the heat or air condition so you  always have one or the other the windows steam up for no apparent reason this  car was also recalled for the shifter linkage coming detached we had it fixed so we thought and now a year later it is giving us the problems the recall   specifies there are a lot of little things we dont like about this car and i dont think i would buy another hyundai ,hyundai motor america,other component
1214829,2015-09-01,tl the contact owns a 2011 hyundai sonata the contact stated that the vehicle did not register the gear on the instrument panel when shifted around making it difficult to know which gear was in use the contact stated that the failure affected the acceleration the contact also stated that when the gear was placed in drive the vehicle jolted the dealer was unable to duplicate the failure and stated that the vehicle was excluded from any recalls the manufacturer was not notified the failure mileage was 99000 the vin was not provided  ,hyundai motor america,other component
1214830,2015-09-01,tl the contact owns a 2011 hyundai sonata the contact stated that the vehicle did not register the gear on the instrument panel when shifted around making it difficult to know which gear was in use the contact stated that the failure affected the acceleration the contact also stated that when the gear was placed in drive the vehicle jolted the dealer was unable to duplicate the failure and stated that the vehicle was excluded from any recalls the manufacturer was not notified the failure mileage was 99000 the vin was not provided  ,hyundai motor america,other component
1214879,2015-09-01,the original equipment tires wore uneven cupping producing a loud sound as speed increased these tires were replaced with new toyo proxes tires which eventually wore the rear tires in the same manner producing unacceptable tire noise the current third set of new tires hankook 727s have apx 20k miles and have started to wear the rear tires in the same cupping pattern the dealer was made aware of this years ago during a maintenance visit he suggested replacing the tires and rotating them every 5k miles this suggestion is not a satisfactory fix outside of this problem the car is perfect however replacing tires before theyre worn out is too expensive tire replacement off-sets the fuel efficiency rating that prompted the purchase of this car not one of the 3 sets of tires on this car got close to the manufacturers mileage rating  a new set of tires mounted and balanced is more than 100000  given the cost of tires this car is more expensive to operate than my other car a v8 performance sedan which averages 19mpg im not happy with the tire wear situation and im considering a replacement vehicle due to this problem  there was a re-call to replace the rear lower control arms which didnt help with this problem   ,hyundai motor america,wheels
1214986,2015-09-01,on may 29 2015 i was pulling out from a side road onto a main highway when all of a sudden the car completely lost power and all the lights were flashing then the engine just stopped the brakes even went to the floor thankfully there were no cars coming down the main highway and i was able to get the car to the side of the road called a tow truck and had it towed to the hyundai dealer in chattanooga tn  the service guy named andy tried to convince me that my oil was low causing the engine to lock up stating the oil looked like sludge  we were unable to present every single piece of maintenance record so we were told our warranty was void the oil had just been changed in april and there was absolutely no reason for the engine to lock up or look like sludge the dealership wanted almost 600000 to replace the motor we dont have that kind of money accessible when we argued about the warranty the service department asked us to pay 67500 to tear the engine down if they found a defect in the motor it still might not be covered needless to say the car was towed to my brothers home and still sets there today all the while we are still making the monthly payment and full coverage insurance on a 2-year old car that we cant drive,hyundai motor america,engine
1215014,2015-09-01,my airbag light is on i was informed it was due to the passenger seatbelt  something to do with the tension and the computer ,hyundai motor america,air bags
1215015,2015-09-01,my airbag light is on i was informed it was due to the passenger seatbelt  something to do with the tension and the computer ,hyundai motor america,air bags
1224448,2015-10-01,i rear ended someone going 35 miles an hour in city i hadnt noticed traffic ahead was stopped and had no time to react the impact was so severe that chest hit steering  wheel and my head hit the dash air bags never deployedmy in tire front end crumbled causing the radiator damage and the frame of car to be bent along with me coming in contact with steering wheel thank go for seat belt or i might have hit windshieldsince no airbags deployed i have broken rib and 2 fractures in my face ,hyundai motor america,air bags
1224499,2015-10-01,the vehicle will not turn on when pushing the push start this keeps happening this is not safe this needs to be recalled my safety could be in jeopardy,hyundai motor america,other component
1224535,2015-10-01,for the sixth time my car wont startit happens at random times and is very annoying i am sick of the dealership saying that the car started right up for them or they cant find anything wrongi have had the battery replaced and it has been fixed for a campaign all my electric stuff turns on with no problem now i am currently missing a day of work that is going to be unpaid,hyundai motor america,engine
1224607,2015-10-01,tl the contact owns a 2008 hyundai sonata while driving 70 mph the vehicle seized the vehicle was not able to restart and was towed to a dealer where it was diagnosed that the engine needed to be replaced the vehicle was not repaired the failure mileage was 108000,hyundai motor america,engine
1224739,2015-10-01,tl the contact owns a 2015 hyundai sonata the contact stated that when the brake pedal was depressed the vehicle accelerated in addition the vehicle would not move when the accelerator pedal was depressed the vehicle was not repaired the manufacturer was not made aware of the issue the failure mileage was 25000,hyundai motor america,other component
1224740,2015-10-01,tl the contact owns a 2015 hyundai sonata the contact stated that when the brake pedal was depressed the vehicle accelerated in addition the vehicle would not move when the accelerator pedal was depressed the vehicle was not repaired the manufacturer was not made aware of the issue the failure mileage was 25000,hyundai motor america,other component
1224741,2015-10-01,tl the contact owns a 2015 hyundai sonata the contact stated that when the brake pedal was depressed the vehicle accelerated in addition the vehicle would not move when the accelerator pedal was depressed the vehicle was not repaired the manufacturer was not made aware of the issue the failure mileage was 25000,hyundai motor america,other component
1224750,2015-10-01,leased june 25 2015 car engine quit while driving within two to three days key in locked position dealer arrived-able to start car explanation -perhaps key fob too heavy changed key fob last week car stopped again engine offkey in locked position    past three months- multiple intermittent electrical problems car taken in for service- could not duplicateunderstand intermittent electrical problem  difficult to find i asked after first event to exchange the car heated passenger seat came on -passenger noted  doors lock and unlock without being lockedunlocked by owner hatch does not open at times overhead passenger light on while driving  engine runs rough a friend drove x1 day unaware of issues let me know it ran roughdid not appear to engage the gears properlythe auto head light on after going into the house noticed lights still on had to turn off manually  have pics- radio on by itself - told plugging in mobile phone activates radio yet radio came onphone not plugged in  videoed with in the last two weeks - did not lock car returned to unloaddriver door locked all others open hatch would not open videoed  had to open driver door manually to open-videoed picking up a friend -unable to open door using arm lock release- tried key-no luck had to open  manually4 witnesses of events car not safe to drive with engine turning off in driveon highway  service manager helpful until told lemon law to be invoked- no further contact case  8112192 filed with hyundaijuly-no response called augsept did receive a call back last week with a message indicating the situation most likely not resolved thus this email  i am in seattle due to a family illness- no access to the videos-can send if  provided a reference number to associate complaint with picturesvideos  i do not want the car and did offer to exchange in the first week ,hyundai motor america,engine
1224769,2015-10-01,tl the contact owns a 2014 hyundai santa fe while driving various speeds an abnormal noise was heard coming from the front of the vehicle the vehicle was taken to a dealer where it was diagnosed that the engine failed and needed to be replaced the vehicle was not repaired the manufacturer was made aware of the failure the failure mileage was approximately 29000 ,hyundai motor america,engine
1234189,2015-11-01,driving on the highway went to accelerate and a loud clanking begin rumbling in my engine like something was loose and moving around all my dash lights cut on and my speed slowed dramatically luckily i was in a position to get over to the shoulder before being rear ended by a truck i wonder had i been killed or seriously injured would hyundai still be dragging their feet on finding a remedy or replacing the engines for campaign 132 this incident occurred october 19 2015 approximately 615am in mechancisville md,hyundai motor america,engine
1234269,2015-11-01,while accelerating to get on the highway the vehicle rapidly accelerated without pressing the gas pedal when this occurred the pedal started going to the floor prying up on the pedal with your foot did not have an affect this has happened twice and the dealer has looked at it twice and has advised that they could not find a problem,hyundai motor america,vehicle speed control
1234277,2015-11-01,1222014 multi-carsemi accident front end collision with rear end damage total loss air bags did not deploy 465 s  mm 41 near pendleton pike exit at fault driver spun on ice came into my lane that i was traveling south in so she was traveling north hit drivers side to drivers side semi trailer ran over the passenger side of car total loss,hyundai motor america,air bags
1242041,2015-12-01,on two separate occasions while driving on the highway call lost power and would not operate in a normal fashion rpm gauge was highly erratic and pushing the accelerator to the floor did not result in increased speed the first time i took it in they said nothing was wrong with it the 2nd time i had to have it towed as it would no longer start that time they told me it was a catastrophic engine failure caused by a spark plug,hyundai motor america,engine
1242058,2015-12-01,when driving over a speed bump at the mall i heard a noise from the front of the car looked at front of car did not see anything wrongproceeded to drive it and heard the noise again and the smell of burning rubber and smoke coming from drivers side front wheel compartment called tow truck and the mechanic said the front spring was brokethis happened on 11-21-15 had it towed to a repair shop,hyundai motor america,suspension
